rainfall_mm,soil_moisture,slope_angle,vegetation_density,distance_to_river_km,population_density,altitude_m,season,hour,day_night,previous_landslides,infrastructure_quality,landslide_type,fatality_level,rescue_response_level
302.5242886907064,0.8447589564055823,31.30389663956366,0.2210727105479232,4.239104690429634,236.2412457924036,1300.1800995868562,Summer,6,Day,No,Low,Mudslide,Severe,State
172.02546638181428,0.6516214008252489,38.77100393902187,0.8730446272018786,1.408500349511567,321.66831189642863,588.8721020402808,Monsoon,23,Night,Yes,Low,Rockfall,Low,Local
312.96676829939616,0.6412107086217972,34.707371863150215,0.6675075346905694,1.4175689695524123,269.6649932522866,729.2628480865988,Winter,15,Day,No,Medium,Rockfall,Low,Local
342.6876463205923,0.2725401219181738,46.26050250772168,0.8532435614315144,0.2978623712492289,278.11337482643745,553.5137521672,Monsoon,4,Night,No,High,Rockfall,Moderate,Regional
184.3454145318632,0.6271083761861258,34.48606276411514,0.3858474852003506,8.118673990418646,376.62429750405096,990.4923941072338,Monsoon,11,Day,No,High,Rockfall,Moderate,Regional
327.07009033954574,0.4150915245233267,17.269675317931185,0.6280245278579626,0.575291855193574,195.9806280184102,1137.8377867303357,Monsoon,16,Day,No,Medium,No Landslide,Low,Local
283.02247415491985,0.6209863816331936,47.61921500713992,0.6749499778048464,0.1523890556777817,494.51950742769327,1133.9845562809278,Summer,15,Day,No,High,Rockfall,Moderate,Regional
315.7648127995592,0.1852744242463926,25.94267699137381,0.4222847901803119,2.17621283208722,117.89139307055038,1044.7897506292009,Winter,19,Night,No,Medium,No Landslide,Low,Local
401.7434386123158,0.6262762436824288,28.4623366135118,0.7936764645109411,1.8095464779207624,240.2332316745143,760.4759064408069,Monsoon,15,Day,Yes,Low,Rockfall,Low,Local
230.3689507197704,0.8995309806165332,29.04338705956508,0.8630130240301734,1.0727848878708444,337.0211889941741,726.9518045020307,Monsoon,18,Day,No,Medium,Rockfall,Low,Local
189.7011068514008,0.1385696310884448,48.74438093170817,0.819398582387203,1.0970281003938402,358.431416643531,465.76604550118697,Winter,14,Day,Yes,Medium,No Landslide,Low,Local
178.83884562995814,0.8817393473770538,13.643257860213044,0.7173468831575607,3.074829204503445,289.9524279428295,1207.1747070363583,Winter,11,Day,No,Medium,Rockfall,Moderate,Regional
184.73517720276493,0.4255263685782965,66.37748533659993,0.3942252758074678,0.4355973216970655,294.26092969984575,893.7956156296935,Winter,20,Night,Yes,Low,Rockfall,Low,Local
243.83186324687168,0.7966027602698074,45.56056809066052,0.3971312294739422,3.4324134935578563,341.05500853276163,701.6086190261034,Summer,9,Day,No,Low,Mudslide,Severe,National
277.2921579853315,0.7259083872466188,37.2323891412916,0.8743522243122266,2.0924976833979017,276.893052254232,1065.6113777973935,Winter,21,Night,Yes,Low,Rockfall,Low,Local
272.13526394640155,0.5536130087893343,34.451059993837134,0.2071991471549844,1.0859049980151805,439.3181257934906,605.4470966479998,Summer,1,Night,Yes,High,Rockfall,Low,Local
316.1746599228819,0.6907593674010613,37.85554074857657,0.7012349812695011,1.2250841541231596,383.9349114231602,881.3244068445348,Monsoon,6,Day,No,Medium,Rockfall,Moderate,Regional
251.04015135023252,0.8028124490410783,40.211224283793385,0.6943723137886835,0.5931690497306481,387.2824351005635,765.474173141833,Summer,12,Day,Yes,Medium,Rockfall,Low,Local
366.2827261725853,0.4233122573208264,41.45215585950057,0.6358826786648581,2.789575316116947,203.3843276629583,927.7354279760602,Winter,2,Night,No,Medium,Rockfall,Low,Local
228.82745334096356,0.361626529250591,40.55604466003449,0.8930761922608059,1.4384679726237857,292.0611575594297,787.2852921627757,Summer,14,Day,Yes,Low,Rockfall,Low,Local
467.61353332716953,0.6340747084508678,35.895806812552486,0.4183156050346076,0.7738399032231565,269.9534051279296,509.8144217777552,Winter,0,Night,No,Medium,Mudslide,Moderate,District
300.0533878212005,0.7462767535530069,33.02661579692674,0.4379803046552737,1.8129289152578656,199.43986243105343,815.1152745340075,Summer,2,Night,No,High,Rockfall,Low,Local
181.42739548669735,0.7098281078212926,33.487267163464885,0.2552575820625888,10.0,336.0164183945767,1009.7728283750724,Monsoon,9,Day,No,Medium,Rockfall,Low,Local
164.32860015511102,0.7382509190869077,33.05091719647319,0.5099586955806161,1.1427877347937054,246.2354242220184,794.156718829203,Summer,14,Day,Yes,High,Rockfall,Low,Local
288.59779321945484,0.4484666518503464,46.337700968670646,0.3827339683643936,5.068817434221933,365.5403829850237,955.0230243178172,Monsoon,21,Night,No,Low,Rockfall,Moderate,Regional
232.12297717393196,0.7542673729400173,40.935567222808615,0.4403706915243509,0.8462915069717716,192.98084371056683,590.8941028651893,Winter,5,Night,No,Low,Rockfall,Low,Local
307.12003952736734,0.1961672442964867,5.596113653357197,0.7842002531789394,0.1125750833360639,471.9040612841821,794.7478413460295,Monsoon,19,Night,No,High,No Landslide,Low,Local
287.8590099658836,0.5355912783686797,41.55900776529761,0.854839159469247,0.4569205862621254,210.36673414079385,675.0979089822845,Winter,14,Day,No,High,Rockfall,Moderate,Regional
244.17368698745017,0.1046069283984972,36.94736194718775,0.3300131504036299,1.0849598989263114,321.9302337200436,949.396168020942,Winter,23,Night,No,High,No Landslide,Low,Local
182.2565025545276,0.3596686639202162,34.81291243554102,0.4607562520874261,0.4959868570636121,379.1859310388068,806.2983124523992,Monsoon,20,Night,Yes,Medium,No Landslide,Low,Local
128.81222202513084,0.3931692278971183,31.114815469111143,0.8500413934807758,0.0004541279906669,242.93595697998876,938.0147352673224,Monsoon,6,Day,Yes,High,No Landslide,Low,Local
214.27880383463832,0.4169381532874043,46.24112719986013,0.2432659224824558,4.9302442276056935,385.24686434329504,1017.5420852315732,Summer,20,Night,Yes,High,Rockfall,Low,Local
318.5119035458778,0.6563737653518897,44.475264621228575,0.2646523696779649,3.7142531308341833,177.0816402199584,938.3237150242776,Summer,4,Night,Yes,High,Rockfall,Low,Local
267.12749953041634,0.4108464810162766,27.27122332176391,0.3139536924443605,2.711858032418981,445.211769918256,854.6236868587289,Monsoon,3,Night,Yes,Medium,Rockfall,Low,Local
150.34089770304095,0.4589548980980246,39.07052287124535,0.6166489838888123,0.3674000424297356,301.41492649657584,600.357548297719,Monsoon,21,Night,No,Low,Rockfall,Moderate,Regional
263.85447406809453,0.290035304699462,25.283432654587138,0.3053305897041982,0.2564932233318262,240.35885920311205,799.4427778666197,Monsoon,17,Day,No,High,No Landslide,Low,Local
280.82539037830696,0.3986014333034721,21.20381835211069,0.8776534670155134,0.1399969312954665,270.08182275725653,693.3819195968333,Monsoon,2,Night,No,Medium,No Landslide,Low,Local
179.29140510390937,0.2818157018105212,28.73282775410035,0.5127001690809643,2.574920350562439,380.8919269392719,731.1872086591547,Winter,16,Day,Yes,Medium,No Landslide,Low,Local
262.29800847564223,0.1585567390147549,43.62393472382759,0.5510625722451165,5.284748548458483,241.55447081495615,725.0931698499498,Monsoon,17,Day,No,Medium,No Landslide,Low,Local
254.65669747568,0.5827588747051023,44.53125045376087,0.3726610310637845,1.1261187939093156,225.06423105772225,604.0148850435511,Monsoon,17,Day,No,Medium,Rockfall,Moderate,Regional
158.56237617355015,0.634570238844013,40.13085420097293,0.5296721767043134,0.2537146777786579,277.8463402416262,408.532282173202,Monsoon,23,Night,No,Medium,Rockfall,Moderate,Regional
278.6229888278627,0.5955922768076917,42.25095786847997,0.6633395428459081,1.436490315600569,182.3037887230032,666.3713903344467,Monsoon,23,Night,Yes,Low,Rockfall,Low,Local
294.86276210945874,0.4707952350404579,40.16178287114958,0.7258239958678299,0.8579749268688033,482.0543907941816,838.6758903848319,Winter,1,Night,Yes,High,Rockfall,Low,Local
336.6440994540221,0.4038286241433838,28.58518404777048,0.727707657896939,0.9394470948646102,243.36054087852767,530.364590914502,Summer,12,Day,Yes,Medium,Rockfall,Moderate,Regional
334.30416416279223,0.7906669196574602,39.31922544673941,0.6045237788858618,1.9421836277527296,383.1616786180404,803.1364472943249,Summer,21,Night,No,Medium,Mudslide,Severe,State
139.7864505634327,0.5152654281089745,43.00409525227683,0.8330518424957001,2.536795913644499,320.9470083647773,1180.053684862193,Summer,14,Day,No,Low,Rockfall,Moderate,Regional
174.97399680679018,0.4833455021037848,42.542913298135744,0.7721854931142766,0.2344244946387008,201.5465949518032,1004.611311050448,Summer,4,Night,Yes,Low,Rockfall,Low,Local
291.2028213766928,0.1205136526451485,46.88913371474643,0.7299336802890377,0.0724780058229839,299.4045290787271,1128.7083018241058,Summer,2,Night,Yes,Low,No Landslide,Low,Local
291.1028760729767,0.3729982621009251,42.08303847201064,0.2389238651763224,10.0,378.4002779310748,878.2255753865452,Winter,4,Night,No,Medium,Rockfall,Moderate,Regional
291.2038149044838,0.4041564950286856,38.51448207541583,0.2048145735537545,0.5298287336130884,281.1738664913693,1033.501964597289,Summer,4,Night,No,Low,Rockfall,Low,Local
558.2185192523777,0.4190582247175204,45.70150238316428,0.348713094036831,0.110667153660317,419.3112945851028,655.2070539064425,Winter,4,Night,No,High,Mudslide,Moderate,District
295.67124085545333,0.5641378953818659,34.7347874075094,0.6644665157394165,0.4211342569258183,402.1515392781864,671.1319465956032,Winter,2,Night,No,Low,Rockfall,Low,Local
340.8452512144479,0.5268820373815027,26.18125348772282,0.487838242217782,0.0794740132244356,391.89148546583294,252.1719587725055,Summer,2,Night,No,Low,Rockfall,Low,Local
326.3201410794562,0.5863240742347557,33.36933036056236,0.4816843815095182,0.9945388335703133,254.0343227727003,1037.22909480846,Summer,19,Night,Yes,Low,Rockfall,Moderate,Regional
302.11130010446385,0.7119066092337026,27.55097355193551,0.8192108217607297,3.243039048666513,192.0157552218513,1108.0647959639773,Summer,22,Night,No,Low,Rockfall,Moderate,Regional
224.77846042877235,0.7503885909728748,28.248217250256182,0.826893993692287,0.8348055074936674,238.64123946372052,689.364550930546,Monsoon,17,Day,No,Medium,Rockfall,Moderate,Regional
310.7175376394614,0.6744984609811955,33.55481329284482,0.83642268483751,1.1746338152728044,319.62409406667206,749.209658720553,Winter,19,Night,No,High,Rockfall,Low,Local
188.17398283699424,0.8644189567639478,27.075800790000383,0.419714653560519,2.251474371170201,354.5786713532356,649.2275772618077,Summer,3,Night,Yes,Medium,Rockfall,Low,Local
231.0545114607993,0.1145860661410893,31.9203847036096,0.6837390689174832,1.422190862436618,82.84285952395524,876.5307102954984,Monsoon,0,Night,No,Low,No Landslide,Low,Local
211.1709161736717,0.2566223885468369,16.063853330462145,0.3901432268920587,3.952985743076132,299.1886798388249,1024.986509060648,Winter,15,Day,No,Low,No Landslide,Low,Local
256.5499311509058,0.1060502999825137,37.13293707372939,0.3334268831521149,4.0203634923238445,315.80892253231843,451.4456052237918,Monsoon,7,Day,No,Medium,No Landslide,Low,Local
435.1726853338807,0.6179797713236824,35.012054753622245,0.3292427201431585,0.0199202666945551,272.24557436844486,881.8877061284504,Monsoon,16,Day,Yes,High,Rockfall,Moderate,Regional
100.61878459266016,0.8184244391599895,26.82911368931809,0.4394753346045158,3.010573013258938,429.1273839015879,744.6656456561709,Summer,7,Day,No,Low,Rockfall,Low,Local
304.9008152299611,0.2947858372610394,41.59245668432405,0.5009703338458752,1.2350911640267437,342.1780074250871,822.6788783933379,Winter,6,Day,No,Medium,Rockfall,Moderate,Regional
120.98273030482788,0.8416276358370454,44.37570137626558,0.7816644197385478,8.990935654235571,431.01919080808966,891.7988003348582,Monsoon,7,Day,No,Medium,Rockfall,Low,Local
212.24545073684533,0.1482139122316487,18.92440135631026,0.2839237654308985,1.320322789524751,278.4039479649768,762.3595122454358,Winter,20,Night,No,Low,No Landslide,Low,Local
337.1160477573893,0.8475488214444115,27.372752214337854,0.7144480931764259,8.669667168640787,393.7477492506925,779.2826293188439,Summer,23,Night,Yes,Medium,Mudslide,Severe,National
255.14240152763705,0.3812981497917075,27.308576502127018,0.5720184399325137,2.8094818040727696,463.506639452752,757.2249664890722,Winter,11,Day,Yes,Low,No Landslide,Low,Local
163.7804177656555,0.1811366627593732,25.600968988911355,0.4015617398731947,0.5716472930930626,431.1693449272661,994.0632403576562,Monsoon,15,Day,No,Medium,No Landslide,Low,Local
192.77570325920252,0.4886974073490605,43.294748419317486,0.5449737091729772,1.546091374172084,190.7858406571267,883.7519920254992,Monsoon,11,Day,No,Low,Rockfall,Low,Local
304.3678199147741,0.3054212541764063,33.06173861227197,0.4099594488439159,9.69082810530772,274.6323922457619,844.1167075474722,Winter,18,Day,No,Medium,No Landslide,Low,Local
191.57066946262907,0.3278983215695382,32.35485158689389,0.6172573686668141,3.897256187171888,265.48352945502035,545.8096557815435,Monsoon,9,Day,No,Low,No Landslide,Low,Local
267.316687166558,0.3458319719410292,14.961376355932464,0.5036907459986709,0.2048782270923941,348.9254535076328,724.2840513573692,Monsoon,6,Day,No,High,No Landslide,Low,Local
253.6457471923051,0.7424207182661308,41.35418030209226,0.3150838703552151,2.4508832161549785,368.6353555014533,979.7338320678348,Monsoon,11,Day,No,Low,Rockfall,Moderate,Regional
197.87197219153464,0.5313290213402037,22.607416051465275,0.2816081521889877,0.848010597989943,216.1107325974264,807.5393146247845,Summer,19,Night,No,High,No Landslide,Low,Local
421.5155271460261,0.3490461593248029,35.599326302663286,0.582686977450491,0.0140135038694489,306.78385139169376,931.9062939178276,Summer,4,Night,No,High,Rockfall,Low,Local
300.7135217854409,0.5882670266487348,37.77376937958192,0.8316891233002723,1.0332882671115646,98.00726678438636,1153.3023600655267,Monsoon,15,Day,Yes,High,Rockfall,Low,Local
87.98859306739143,0.6729205393785549,48.60658595838651,0.4407703805903799,0.5351169586353369,444.194500580189,1007.7212138417632,Winter,8,Day,No,Medium,Rockfall,Moderate,Regional
264.9163451815542,0.318099200586827,21.91179600880888,0.7131000750558363,3.417072492208756,248.76257593233063,818.6316675399485,Summer,6,Day,No,Medium,No Landslide,Low,Local
197.05708281852893,0.4308392812202812,5.0,0.6610629484578369,0.8229581380848578,305.58639398444967,697.8021659608546,Winter,19,Night,No,Low,No Landslide,Low,Local
318.1946667836979,0.197508874669558,36.83849544753695,0.8520884400166366,3.5149908163979378,269.03502860119386,289.2900807888203,Monsoon,21,Night,No,Low,No Landslide,Low,Local
186.59834092538395,0.2449194796277442,53.005111815108535,0.7746867121093985,0.0011962353430257,414.6027575013415,766.3230155054295,Monsoon,13,Day,Yes,Medium,No Landslide,Low,Local
240.8210846826481,0.6448942831719863,47.38946352939438,0.5966236812338241,0.7358160272318849,50.0,734.7975008366302,Winter,10,Day,No,Low,Rockfall,Low,Local
290.3989823184366,0.2451506781565015,37.096594152746256,0.6599213487638751,0.5519423978812442,298.3389657674091,878.0732388790751,Summer,6,Day,No,High,No Landslide,Low,Local
319.2604155336097,0.5201307069336482,30.08363814367953,0.8288705266088243,0.5320169318002256,289.4181242502302,769.2189546050624,Winter,9,Day,No,Low,Rockfall,Moderate,Regional
153.9762874355379,0.6672370093779462,43.07122596637311,0.4796631492108543,0.1412454402925256,254.6363612408317,735.9229881126412,Winter,8,Day,Yes,Medium,Rockfall,Low,Local
223.23990113272413,0.1855015384757951,25.264538002955312,0.4287562941004441,0.4143540705023371,472.6226545635633,444.1202138985559,Monsoon,3,Night,Yes,Medium,No Landslide,Low,Local
212.0043751071235,0.5538497757031229,39.76357769356219,0.2075677585446374,1.6218334970993258,211.26705411442288,612.0064341699867,Summer,15,Day,No,Medium,Rockfall,Low,Local
197.73366139410305,0.305250226961091,40.054701591666266,0.7785857519340249,0.6888183054948225,377.1796177235661,895.3302081601115,Winter,9,Day,No,Medium,No Landslide,Low,Local
391.2363392224877,0.8703415001900638,45.6020990749888,0.7606864902823554,1.0804909573190713,335.6252788706083,1143.1815262265388,Summer,18,Day,No,Low,Mudslide,Severe,Regional
282.39853687687645,0.4868365173759398,62.596600389110776,0.2731181626701059,0.9459902156296486,426.1519252535516,780.4949232508753,Monsoon,23,Night,Yes,Medium,Rockfall,Low,Local
149.12928365319638,0.7447940398201265,38.92415967178767,0.6038001667928902,4.173414546591069,233.28109152224948,865.5622147148247,Summer,16,Day,No,Low,Rockfall,Low,Local
323.42895576438207,0.5401812337250095,29.91036374292501,0.5247871887168212,4.714061417470509,226.7031100876241,990.4956313905612,Monsoon,8,Day,Yes,High,Rockfall,Low,Local
419.77249576101065,0.1347300262838553,34.74425687808006,0.283096366856378,1.3583188209264163,409.6069907477399,637.8212127599501,Summer,12,Day,Yes,Medium,No Landslide,Low,Local
332.59722084409174,0.6065211004752179,17.30924095110882,0.8863977589425065,0.8014207107108142,342.532130833011,873.3628086570884,Winter,0,Night,No,High,Rockfall,Low,Local
128.45040272367893,0.8611226737653256,28.052868689109417,0.3502871212243488,0.225891094392862,145.50626533232415,651.9019787335683,Monsoon,1,Night,No,Low,Rockfall,Low,Local
211.2612741706999,0.581289456117065,30.90717561886896,0.2470639260633928,6.132433058149838,246.06949855367296,972.9648876982022,Winter,12,Day,Yes,Low,Rockfall,Low,Local
351.3528919349298,0.7553510875414322,29.75911602065408,0.6163931656513366,0.1242337272243576,338.6382653848061,830.2806095903466,Monsoon,23,Night,Yes,Low,Rockfall,Moderate,Regional
193.38644275049757,0.8073651706787263,36.52354872033722,0.7172066739931229,0.7066476378093409,383.7764221546589,859.6903627962879,Summer,8,Day,Yes,Low,Rockfall,Moderate,Regional
285.5055542516983,0.2824638175591459,26.775800676177997,0.2227104122330309,0.7078323661283407,232.07693468070448,643.4802805162822,Summer,6,Day,No,Low,No Landslide,Low,Local
311.97072427434694,0.2696358719265813,46.21030667324472,0.6611023471089155,0.7725055633641055,50.0,941.4064719221568,Monsoon,15,Day,No,Medium,Rockfall,Low,Local
175.84556227375336,0.5887847910807934,35.002070649181974,0.5726043131660181,0.3589396774734222,352.32231857370334,1216.9425842462033,Monsoon,18,Day,No,Low,Rockfall,Low,Local
245.237971515056,0.4288227758453637,34.90699678861385,0.2722855062125339,3.0572042471916068,177.96793100560242,598.4176609143587,Monsoon,6,Day,No,Medium,Rockfall,Low,Local
0.0,0.7718890422933763,31.72105283487082,0.3207667138624535,0.2613517742781785,98.26612018775889,732.0481984704952,Summer,5,Night,No,High,Rockfall,Low,Local
168.04898869325683,0.8200184987184089,36.551906838589794,0.5975820081212564,2.0152044594901333,50.0,846.3214948336183,Monsoon,17,Day,Yes,Medium,Rockfall,Low,Local
229.7945478885472,0.3827371034421745,43.25098264667635,0.4074503294593019,0.2644268697811425,381.3980860197741,957.2812423991631,Monsoon,18,Day,No,Low,Rockfall,Low,Local
150.17734544281203,0.2894964471795856,26.328697842891,0.8568210100559213,0.1462936263226268,312.86174504049666,688.0907429421062,Winter,10,Day,No,Low,No Landslide,Low,Local
380.5929043145308,0.7244204121950895,28.418835109247432,0.7731181606388355,4.803253533429852,277.4343619287748,233.393941971452,Monsoon,11,Day,Yes,Medium,Rockfall,Low,Local
135.58868976314938,0.3198448284385089,31.962739712233358,0.8884970445595641,0.4217600294333559,438.90243629627616,1071.837898832805,Winter,9,Day,Yes,Low,No Landslide,Low,Local
214.7964410642413,0.7580914548109428,21.541290765267853,0.3817695872652897,3.4435359241561363,363.73246830230727,952.1012239168284,Winter,12,Day,Yes,Medium,Rockfall,Low,Local
260.4592461828873,0.4389906029190102,26.807421402785025,0.8788065429585838,1.573293833285337,461.6300042721916,451.410493902667,Winter,11,Day,Yes,Low,Rockfall,Low,Local
365.3018631252892,0.6340399194331764,30.237791264553408,0.5018637088540905,0.1621088977745649,160.72645278330037,678.4862416440889,Summer,20,Night,No,High,Rockfall,Moderate,Regional
135.13102790564486,0.1764282510677345,43.74389180712728,0.4432631567196282,6.222205059323763,296.54493760460366,1113.6364859054652,Winter,9,Day,No,Medium,No Landslide,Low,Local
343.05310017239674,0.5990874597412584,37.62561329001925,0.2352446688785472,0.5672769629041624,138.32866250519857,1089.5592836915732,Monsoon,19,Night,No,Medium,Rockfall,Moderate,Regional
250.81864488156697,0.4614141429897833,36.93589911367545,0.2369356805017218,3.927165624308441,277.0617668144533,987.728004535789,Summer,17,Day,No,Low,Rockfall,Low,Local
171.47930791616392,0.5692867705403793,43.50897962167972,0.6844078791626582,0.3697937540554233,275.13841462333227,764.7775132080275,Summer,3,Night,No,Low,Rockfall,Moderate,Regional
286.9682779410617,0.2344113661958907,33.62628211600603,0.5205502961038195,3.847515031146406,362.6613637263071,816.597483762502,Summer,23,Night,No,Medium,No Landslide,Low,Local
265.9247756458776,0.6894989959553457,38.904648499288896,0.358565138225274,0.0266341861527488,304.5563881141898,773.8148389747747,Summer,4,Night,Yes,Medium,Rockfall,Low,Local
201.98264982729643,0.7902376620345829,33.96778247067504,0.6297792144276628,1.4339801804351155,362.3407138279916,1025.6479566537676,Summer,4,Night,No,Low,Rockfall,Moderate,Regional
255.5841667992015,0.2733918400726205,37.653623493996285,0.3770006827750778,2.9345106688607547,370.34401331388943,624.831518700978,Summer,11,Day,No,Low,No Landslide,Low,Local
219.1749122510592,0.1765716444161293,29.17241342388418,0.6043422280410958,5.46045412460405,515.4928677383142,638.840069023159,Summer,2,Night,Yes,Low,No Landslide,Low,Local
259.08138762009986,0.1189108688370691,10.61182841723571,0.4514461228878832,4.798239040309607,268.4703344713876,1002.0549173672032,Winter,7,Day,Yes,Medium,No Landslide,Low,Local
302.97045396168375,0.6135772003546128,33.65720837813696,0.7764865586282732,3.425433077319568,205.8977299333621,791.1277088976876,Monsoon,21,Night,No,Low,Rockfall,Low,Local
376.8813452916282,0.5856752288710246,49.227481360999406,0.7744873125367455,4.38193269584141,324.60836153164087,1075.6934710907617,Monsoon,1,Night,No,Medium,Mudslide,Severe,National
150.97476009385207,0.537357930171256,44.26215402241593,0.5341452786856808,0.4443372679938361,219.77199728604563,665.6975586038909,Winter,17,Day,Yes,Medium,Rockfall,Low,Local
420.6426699725013,0.2855576768927803,44.653974845911705,0.4455733765345109,0.6686650827980435,448.1960768436536,789.044327932235,Winter,8,Day,No,Medium,Rockfall,Low,Local
93.83297603819986,0.4127247967244117,47.36130721806218,0.4537918575913662,0.6820771628239501,271.6781961054768,615.5174030312094,Summer,12,Day,No,High,No Landslide,Low,Local
237.8571923971533,0.5755810681489385,35.88657590961437,0.7640001679677524,0.9465906611153572,243.44236321260095,801.4725362847134,Summer,6,Day,No,High,Rockfall,Low,Local
297.06537651876613,0.4974134870873355,36.97315707405596,0.4297256379583284,0.9995098296115928,252.8684278848882,504.2906126002402,Winter,9,Day,Yes,Medium,Rockfall,Low,Local
272.4793494188026,0.8902284161719098,28.8234810456565,0.3463415615947922,1.5729620576698071,371.8417423471641,702.4733158090074,Summer,8,Day,No,Low,Mudslide,Severe,National
200.1840384143525,0.2091518020453865,31.8392714397295,0.2592818393127147,0.3484205170773817,284.2253016768515,512.7492270143764,Monsoon,21,Night,No,Medium,No Landslide,Low,Local
233.350219971418,0.656115643238075,41.15771149771142,0.5266851846190859,2.350425171093756,235.83331798696176,938.7846466382516,Monsoon,14,Day,Yes,Medium,Rockfall,Low,Local
210.55992522729335,0.4234550144834337,47.03884437168816,0.5374924692438894,0.3668039748287574,466.53519176235307,943.3178679519305,Summer,4,Night,No,Medium,Rockfall,Moderate,Regional
202.85081944446307,0.4425596919404918,33.60553724319001,0.788636097282035,0.7430217137454463,214.383015933825,453.947453903131,Summer,11,Day,No,Medium,Rockfall,Low,Local
317.968167761682,0.674078212526541,30.498107351485885,0.3548670875122447,1.3997198437822864,303.5566074032994,1066.7771491001145,Summer,0,Night,Yes,Low,Rockfall,Low,Local
278.5612388772038,0.6539489210594958,35.005279588565976,0.4666938915678799,3.18359447156223,365.230615161023,1299.4830252839708,Monsoon,11,Day,Yes,Medium,Rockfall,Low,Local
194.56723237914767,0.8930047949617507,41.01206748929115,0.7658840172255836,2.690068636387124,136.86648895829268,809.2012773472682,Summer,21,Night,Yes,Low,Mudslide,Severe,National
321.96799003466003,0.2027154315633001,20.56145183866458,0.7765365275242815,2.0742877056557782,348.0260501405925,671.7771479550711,Winter,5,Night,No,Medium,No Landslide,Low,Local
274.5839616701288,0.183287719507333,12.03819046862762,0.4692277531851377,0.3386683437281195,194.48923245195505,1364.8661182006092,Summer,18,Day,Yes,Low,No Landslide,Low,Local
315.0289695071168,0.6794710537029929,29.494631505084165,0.5213868163006766,1.5839265184123037,382.27827808340027,536.2063003394978,Winter,18,Day,No,Medium,Rockfall,Moderate,Regional
300.37030735388896,0.5627095336051273,22.792875740858413,0.4123001235944981,0.1830171341590901,203.7348988081024,804.0212933738197,Summer,15,Day,No,Low,Rockfall,Moderate,Regional
183.68039912623425,0.3193285332478447,29.91859802352689,0.8527884148935183,0.9475837569686868,369.27690318488607,835.9244545263847,Summer,18,Day,Yes,Medium,No Landslide,Low,Local
205.18551678424245,0.1635354951911893,33.52219681182528,0.2830506360191062,1.0672215918468255,410.5833066294713,1069.029524090483,Monsoon,2,Night,No,Medium,No Landslide,Low,Local
309.7834884098609,0.1685265996771444,30.467515909769865,0.8536245961010289,0.08125119312718,386.1436525632805,871.9477950253577,Winter,22,Night,No,Low,No Landslide,Low,Local
298.8296212346772,0.8153526997312947,49.524675344707454,0.6787065162847402,0.6403777447540951,325.13166482381024,700.2732208423097,Winter,9,Day,No,Medium,Mudslide,Moderate,District
248.32787248286812,0.2534938597749943,38.2674476460232,0.5721005068807119,6.23126111653828,276.86990570703006,609.7631259224088,Winter,17,Day,Yes,Medium,No Landslide,Low,Local
259.3861906647025,0.3586972496924167,38.00474359610829,0.2228613425491471,6.142317643496284,242.3580423665156,731.6356359507729,Monsoon,12,Day,No,Medium,Rockfall,Low,Local
352.213191663074,0.2813251217815904,41.22207144043402,0.5329173342754058,0.868738846786406,447.1034690817104,598.6145278109711,Winter,17,Day,No,Low,Rockfall,Low,Local
202.6742888931336,0.3839970446655498,23.611668822192307,0.4854236735019125,0.0881130001048445,230.05047798323568,809.5650639569366,Monsoon,2,Night,No,Medium,No Landslide,Low,Local
293.767790493603,0.1555390741968747,45.391117874202685,0.3128531683825858,0.3946956297242957,196.2933926430004,687.1607640279027,Summer,22,Night,Yes,Medium,No Landslide,Low,Local
233.82458780528847,0.5152478327266163,34.2423571346454,0.6594867224504598,0.995877348147286,366.536893503283,501.1924413420499,Summer,2,Night,No,Medium,Rockfall,Low,Local
232.5855037418224,0.1540900508737719,41.70480617241213,0.8798056351578001,5.904567863827641,220.38631968135047,1051.0291576749808,Winter,22,Night,No,Medium,No Landslide,Low,Local
337.9021481589752,0.7402852062578893,24.281427669598443,0.5935321677451676,0.3044362450926456,204.99365025338727,700.4654953141921,Summer,11,Day,Yes,Medium,Rockfall,Low,Local
316.0333079190424,0.2869696655283464,19.46241233983936,0.7003272935107621,2.883748131097656,155.6395737830235,546.3726390049375,Summer,19,Night,No,Low,No Landslide,Low,Local
315.0807708800511,0.5320095316836085,43.17889658025029,0.2479153167962117,0.2301092359438585,251.70901605394823,766.3481731024917,Winter,6,Day,No,Low,Rockfall,Low,Local
354.43830457234634,0.8040632700491667,38.76409526097517,0.4923668970718963,7.953931471564043,291.7284976103507,813.6743131935317,Summer,23,Night,No,Low,Mudslide,Severe,National
251.68030733062076,0.6207018952377553,25.979484456424892,0.2814509396151471,0.9612929247672664,324.3091727660699,450.70665488419326,Winter,7,Day,No,Low,Rockfall,Low,Local
304.5562377035971,0.5263662292410682,26.30336918725305,0.6289570848755572,2.9853956311125174,395.13062442994834,866.3295334251526,Winter,8,Day,No,Medium,Rockfall,Low,Local
225.17865947252352,0.3594670024923004,46.254347844147695,0.8569375107499082,0.8388981070331176,352.6897923665793,590.5684862619471,Summer,13,Day,No,Medium,Rockfall,Moderate,Regional
275.9333081990754,0.3664015304465583,23.10588107132672,0.6632444127301469,1.9759434109241532,280.912778044682,1142.2057618381575,Summer,4,Night,No,Low,No Landslide,Low,Local
